iteration,mean_reward,std_reward,min_reward,max_reward,mean_pegs_left,timestamp
88,0.800645161290322,0.046384359917467546,0.7542608013728545,0.8470295212077896,7.18,2026-04-14T21:02:30.327908
89,0.7941935483870961,0.06251409830584385,0.7316794500812522,0.85670764669294,7.38,2026-04-14T21:02:31.604785
90,0.7845161290322576,0.060328617948701674,0.724187511083556,0.8448447469809593,7.68,2026-04-14T21:02:32.912932
91,0.7754838709677414,0.05911592871718863,0.7163679422505528,0.83459979968493,7.96,2026-04-14T21:02:34.223274
92,0.7948387096774188,0.06411488128415398,0.7307238283932648,0.8589535909615728,7.36,2026-04-14T21:02:35.441589
93,0.787096774193548,0.05080005080007616,0.7362967233934719,0.8378968249936241,7.6,2026-04-14T21:02:36.662943
94,0.7935483870967736,0.05877699083318898,0.7347713962635846,0.8523253779299625,7.4,2026-04-14T21:02:37.933585
95,0.7877419354838705,0.05916167727737802,0.7285802582064925,0.8469036127612485,7.58,2026-04-14T21:02:39.152709
96,0.7974193548387091,0.04609179638578512,0.751327558452924,0.8435111512244942,7.28,2026-04-14T21:02:40.526723
97,0.7967741935483866,0.06329489313015667,0.73347930041823,0.8600690866785433,7.3,2026-04-14T21:02:41.835654
98,0.7754838709677414,0.06947401613404797,0.7060098548336935,0.8449578871017893,7.96,2026-04-14T21:02:43.066176
99,0.7832258064516122,0.05551387035948112,0.7277119360921311,0.8387396768110933,7.72,2026-04-14T21:02:44.405528
100,0.779354838709677,0.06200265175088492,0.7173521869587921,0.841357490460562,7.84,2026-04-14T21:02:45.746566
101,0.78516129032258,0.05646912170873269,0.7286921686138473,0.8416304120313126,7.66,2026-04-14T21:02:47.000859
102,0.788387096774193,0.04962292780136618,0.7387641689728268,0.8380100245755593,7.56,2026-04-14T21:02:48.273478
103,0.7922580645161286,0.04834837160050369,0.7439096929156249,0.8406064361166322,7.44,2026-04-14T21:02:49.474105
104,0.78516129032258,0.06936909080869794,0.7157921995138821,0.8545303811312779,7.66,2026-04-14T21:02:50.648860
105,0.7819354838709671,0.06002427535284127,0.7219112085181258,0.8419597592238084,7.76,2026-04-14T21:02:52.053849
106,0.8058064516129027,0.04976113599554489,0.7560453156173578,0.8555675876084475,7.02,2026-04-14T21:02:53.294253
107,0.7909677419354832,0.05250836115967945,0.7384593807758038,0.8434761030951627,7.48,2026-04-14T21:02:54.752504
108,0.8025806451612897,0.04406031246184221,0.7585203326994475,0.8466409576231319,7.12,2026-04-14T21:02:56.177131
109,0.7864516129032252,0.05909128020666004,0.7273603326965652,0.8455428931098852,7.62,2026-04-14T21:02:57.417457
110,0.8025806451612897,0.05900316575573505,0.7435774794055546,0.8615838109170247,7.12,2026-04-14T21:02:58.734545
111,0.794838709677419,0.05271405991178187,0.7421246497656371,0.8475527695892009,7.36,2026-04-14T21:03:00.011888
112,0.8019354838709671,0.04997814298545625,0.7519573408855109,0.8519136268564234,7.14,2026-04-14T21:03:01.277887
113,0.7858064516129027,0.05974625498214304,0.7260601966307597,0.8455527065950458,7.64,2026-04-14T21:03:02.467040
114,0.7980645161290316,0.04989479045415558,0.748169725674876,0.8479593065831872,7.26,2026-04-14T21:03:03.714289
115,0.7999999999999994,0.05549887269059754,0.7445011273094019,0.8554988726905969,7.2,2026-04-14T21:03:04.975741
116,0.8038709677419348,0.054682890581721474,0.7491880771602133,0.8585538583236563,7.08,2026-04-14T21:03:06.230454
117,0.7980645161290317,0.05505082317417243,0.7430136929548593,0.8531153393032042,7.26,2026-04-14T21:03:07.460806
118,0.7961290322580638,0.05640643353392097,0.7397225987241428,0.8525354657919847,7.32,2026-04-14T21:03:08.685273
119,0.8064516129032252,0.0442300296800067,0.7622215832232185,0.8506816425832319,7.0,2026-04-14T21:03:09.962609
120,0.7961290322580641,0.051386600649651254,0.7447424316084128,0.8475156329077154,7.32,2026-04-14T21:03:11.234229
121,0.7935483870967737,0.054743750801539114,0.7388046362952345,0.8482921378983128,7.4,2026-04-14T21:03:12.510729
122,0.7896774193548382,0.09789458961750008,0.6917828297373381,0.8875720089723382,7.52,2026-04-14T21:03:13.738835
123,0.7845161290322576,0.06624772982190155,0.7182683992103561,0.8507638588541592,7.68,2026-04-14T21:03:14.979747
124,0.7916129032258058,0.06393610233742725,0.7276768008883785,0.8555490055632331,7.46,2026-04-14T21:03:16.242636
125,0.7993548387096768,0.05132581445986783,0.748029024249809,0.8506806531695447,7.22,2026-04-14T21:03:17.616880
126,0.7961290322580641,0.05453044286223334,0.7415985893958308,0.8506594751202974,7.32,2026-04-14T21:03:18.865170
127,0.7922580645161286,0.05480454343637492,0.7374535210797537,0.8470626079525034,7.44,2026-04-14T21:03:20.150326
128,0.7877419354838703,0.05701196544545897,0.7307299700384113,0.8447539009293292,7.58,2026-04-14T21:03:21.638742
129,0.8006451612903218,0.04942541864592203,0.7512197426443998,0.8500705799362438,7.18,2026-04-14T21:03:22.896117
130,0.7909677419354835,0.05368424274248955,0.737283499192994,0.844651984677973,7.48,2026-04-14T21:03:24.155581
131,0.7903225806451607,0.053299069812446094,0.7370235108327146,0.8436216504576068,7.5,2026-04-14T21:03:25.448861
132,0.7916129032258058,0.06328173957782632,0.7283311636479795,0.8548946428036321,7.46,2026-04-14T21:03:26.886581
133,0.7961290322580639,0.05750265794879271,0.7386263743092711,0.8536316902068566,7.32,2026-04-14T21:03:28.118964
134,0.7922580645161283,0.04569272570226002,0.7465653388138683,0.8379507902183884,7.44,2026-04-14T21:03:29.429602
135,0.7877419354838703,0.05916167727737802,0.7285802582064923,0.8469036127612483,7.58,2026-04-14T21:03:30.772102
136,0.7799999999999995,0.05866712389062829,0.7213328761093711,0.8386671238906278,7.82,2026-04-14T21:03:32.009404
137,0.7922580645161283,0.04238469085330794,0.7498733736628204,0.8346427553694363,7.44,2026-04-14T21:03:33.222546
138,0.7903225806451607,0.05596565023515309,0.7343569304100076,0.8462882308803138,7.5,2026-04-14T21:03:34.463374
139,0.7845161290322575,0.05528847815646072,0.7292276508757968,0.8398046071887183,7.68,2026-04-14T21:03:35.691315
140,0.7954838709677413,0.050227370642972655,0.7452565003247686,0.845711241610714,7.34,2026-04-14T21:03:36.944464
141,0.8045161290322577,0.053750105873138186,0.7507660231591194,0.8582662349053959,7.06,2026-04-14T21:03:38.173720
142,0.7870967741935477,0.0706738783877633,0.7164228958057844,0.857770652581311,7.6,2026-04-14T21:03:39.425543
143,0.8012903225806446,0.05925658066170334,0.7420337419189412,0.860546903242348,7.16,2026-04-14T21:03:40.644289
144,0.7967741935483866,0.054457880697206834,0.7423163128511798,0.8512320742455934,7.3,2026-04-14T21:03:41.905352
145,0.7980645161290316,0.056173508518813475,0.7418910076102181,0.8542380246478452,7.26,2026-04-14T21:03:43.150212
146,0.7935483870967736,0.05201456611805511,0.7415338209787184,0.8455629532148287,7.4,2026-04-14T21:03:44.375153
147,0.800645161290322,0.10029924010198882,0.7003459211883332,0.9009444013923109,7.18,2026-04-14T21:03:45.643376
148,0.7858064516129026,0.062136769692049,0.7236696819208537,0.8479432213049516,7.64,2026-04-14T21:03:46.877457
149,0.799354838709677,0.047972416632313,0.751382422077364,0.84732725534199,7.22,2026-04-14T21:03:48.104256
150,0.800645161290322,0.04900253768195671,0.7516426236083653,0.8496476989722788,7.18,2026-04-14T21:03:49.305099
151,0.8096774193548382,0.05290715957050551,0.7567702597843327,0.8625845789253437,6.9,2026-04-14T21:03:50.537448
152,0.7987096774193543,0.05102895466654237,0.7476807227528119,0.8497386320858966,7.24,2026-04-14T21:03:51.781026
153,0.8116129032258058,0.050123676385948425,0.7614892268398574,0.8617365796117542,6.84,2026-04-14T21:03:53.048222
154,0.7935483870967738,0.05877699083318897,0.7347713962635848,0.8523253779299628,7.4,2026-04-14T21:03:54.242035
155,0.7922580645161283,0.050865557017876144,0.7413925074982523,0.8431236215340044,7.44,2026-04-14T21:03:55.518784
156,0.791612903225806,0.06742166997105409,0.724191233254752,0.85903457319686,7.46,2026-04-14T21:03:56.883625
157,0.7961290322580639,0.04582007975371532,0.7503089525043486,0.8419491120117791,7.32,2026-04-14T21:03:58.159882
158,0.7961290322580639,0.05963468391376171,0.7364943483443022,0.8557637161718256,7.32,2026-04-14T21:03:59.412582
159,0.8038709677419349,0.051548346723711384,0.7523226210182236,0.8554193144656462,7.08,2026-04-14T21:04:00.683272
160,0.8070967741935478,0.04891752280585122,0.7581792513876965,0.856014296999399,6.98,2026-04-14T21:04:02.052010
161,0.7799999999999995,0.05268641647283685,0.7273135835271626,0.8326864164728364,7.82,2026-04-14T21:04:03.309108
162,0.791612903225806,0.05778066821305129,0.7338322350127547,0.8493935714388573,7.46,2026-04-14T21:04:04.625201
163,0.7858064516129026,0.09800507536391344,0.6878013762489892,0.8838115269768161,7.64,2026-04-14T21:04:05.906954
164,0.7793548387096769,0.05747369664856792,0.721881142061109,0.8368285353582449,7.84,2026-04-14T21:04:07.128452
165,0.7954838709677415,0.05899258317727028,0.7364912877904712,0.8544764541450118,7.34,2026-04-14T21:04:08.388888
166,0.7832258064516124,0.052429031364929095,0.7307967750866834,0.8356548378165415,7.72,2026-04-14T21:04:09.659808
167,0.78516129032258,0.10314714744991804,0.6820141428726619,0.888308437772498,7.66,2026-04-14T21:04:10.900942
168,0.7999999999999994,0.06451612903225801,0.7354838709677414,0.8645161290322574,7.2,2026-04-14T21:04:12.305594
169,0.7993548387096768,0.057084926782512584,0.7422699119271643,0.8564397654921894,7.22,2026-04-14T21:04:13.618224
170,0.7922580645161283,0.06615970964280907,0.7260983548733193,0.8584177741589374,7.44,2026-04-14T21:04:14.840799
171,0.7935483870967737,0.06515809637652947,0.7283902907202442,0.8587064834733031,7.4,2026-04-14T21:04:16.051082
172,0.8064516129032252,0.05770498006451066,0.7487466328387146,0.8641565929677358,7.0,2026-04-14T21:04:17.296491
173,0.8012903225806446,0.05960675851587658,0.741683564064768,0.8608970810965212,7.16,2026-04-14T21:04:18.517353
174,0.8012903225806447,0.051354190302277114,0.7499361322783675,0.8526445128829219,7.16,2026-04-14T21:04:19.743442
175,0.8083870967741931,0.05137444916546693,0.7570126476087261,0.85976154593966,6.94,2026-04-14T21:04:20.970521
176,0.799354838709677,0.05923199068141506,0.740122848028262,0.8585868293910921,7.22,2026-04-14T21:04:22.184994
177,0.7961290322580638,0.05640643353392097,0.7397225987241428,0.8525354657919847,7.32,2026-04-14T21:04:23.376352
178,0.7877419354838705,0.04788557293938965,0.7398563625444808,0.8356275084232602,7.58,2026-04-14T21:04:24.609131
179,0.7748387096774187,0.06903225806451606,0.7058064516129027,0.8438709677419348,7.98,2026-04-14T21:04:25.983858
180,0.7922580645161283,0.05326391597561361,0.7389941485405147,0.845521980491742,7.44,2026-04-14T21:04:27.275198
181,0.7980645161290317,0.04507364767666723,0.7529908684523645,0.843138163805699,7.26,2026-04-14T21:04:28.574527
182,0.7877419354838705,0.05401275526697052,0.7337291802169,0.841754690750841,7.58,2026-04-14T21:04:29.813284
183,0.7896774193548382,0.05407052087679212,0.7356068984780461,0.8437479402316302,7.52,2026-04-14T21:04:31.066756
184,0.7980645161290316,0.055801789848177276,0.7422627262808543,0.8538663059772089,7.26,2026-04-14T21:04:32.324656
185,0.8064516129032252,0.04696845089858395,0.7594831620046413,0.8534200638018091,7.0,2026-04-14T21:04:33.604340
186,0.8083870967741931,0.04299408279108676,0.7653930139831063,0.8513811795652798,6.94,2026-04-14T21:04:34.879682
187,0.7974193548387091,0.05162902973869042,0.7457903251000186,0.8490483845773995,7.28,2026-04-14T21:04:36.095798
188,0.7967741935483866,0.05851082950715174,0.7382633640412349,0.8552850230555383,7.3,2026-04-14T21:04:37.401732
189,0.7864516129032252,0.0982447410109891,0.6882068718922361,0.8846963539142143,7.62,2026-04-14T21:04:38.695073
190,0.7954838709677413,0.05646912170873269,0.7390147492590087,0.851952992676474,7.34,2026-04-14T21:04:39.952976
191,0.7877419354838705,0.061911957897462615,0.7258299775864079,0.8496538933813331,7.58,2026-04-14T21:04:41.181360
192,0.7858064516129026,0.06634818132739317,0.7194582702855095,0.8521546329402958,7.64,2026-04-14T21:04:42.369219
193,0.7935483870967736,0.06419273787784639,0.7293556492189271,0.85774112497462,7.4,2026-04-14T21:04:43.569068
194,0.7890322580645156,0.05482352731010801,0.7342087307544076,0.8438557853746236,7.54,2026-04-14T21:04:44.798702
195,0.792903225806451,0.047448970343733875,0.7454542554627172,0.8403521961501849,7.42,2026-04-14T21:04:46.022434
196,0.8045161290322576,0.05856771208663925,0.7459484169456183,0.8630838411188968,7.06,2026-04-14T21:04:47.248962
197,0.8038709677419351,0.06149033578035533,0.7423806319615798,0.8653613035222905,7.08,2026-04-14T21:04:48.494213
198,0.7761290322580637,0.060318267915523055,0.7158107643425407,0.8364473001735868,7.94,2026-04-14T21:04:49.722347
199,0.7987096774193542,0.05681816479046188,0.7418915126288923,0.855527842209816,7.24,2026-04-14T21:04:50.928300
